Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Column 16,Column 17
2004-04-19T18:30:00Z,20:00:00,,1310,,20.6,1312,,662,,1958,1474,17.9,47.4,0.9657,,
2004-04-19T18:30:00Z,21:00:00,,1113,,12.3,1058,,791,,1704,1181,16.8,50.4,0.9545,,
2004-04-19T18:30:00Z,22:00:00,,990,,7.7,888,,931,,1549,932,16.0,52.0,0.9375,,
2004-04-19T18:30:00Z,23:00:00,,1089,,9.0,940,,865,,1589,1000,14.2,59.1,0.952,,
2004-04-20T18:30:00Z,0:00:00,,911,,4.5,739,,1070,,1411,755,14.2,56.7,0.9111,,
2004-04-20T18:30:00Z,1:00:00,,1004,,5.8,801,,975,,1474,951,12.2,67.7,0.9625,,
2004-04-20T18:30:00Z,2:00:00,,862,,3.2,663,,1172,,1381,807,13.2,61.7,0.9328,,
2004-04-20T18:30:00Z,3:00:00,,856,,3.0,653,,1196,,1375,779,10.9,71.0,0.9249,,
2004-04-20T18:30:00Z,4:00:00,,803,,2.0,585,,1301,,1318,716,11.3,67.6,0.9038,,
2004-04-20T18:30:00Z,5:00:00,,870,,3.7,694,,1159,,1420,779,10.1,71.8,0.888,,
2004-04-20T18:30:00Z,6:00:00,,1034,,8.7,928,,886,,1598,1008,10.2,70.9,0.8841,,
2004-04-20T18:30:00Z,7:00:00,,1512,,27.0,1479,,572,,2248,1594,11.8,66.0,0.9085,,
2004-04-20T18:30:00Z,8:00:00,,1726,,40.3,1776,,478,,2684,1939,14.0,58.2,0.9271,,
2004-04-20T18:30:00Z,9:00:00,,1396,,20.0,1295,,619,,1990,1628,17.0,50.2,0.9646,,
2004-04-20T18:30:00Z,10:00:00,,1333,,17.1,1211,,667,,1854,1572,22.3,36.9,0.9838,,
2004-04-20T18:30:00Z,11:00:00,,1161,,11.0,1016,,849,,1641,1186,24.4,30.9,0.934,,
2004-04-20T18:30:00Z,12:00:00,,1081,,10.6,999,,899,,1561,900,25.9,26.7,0.8771,,
2004-04-20T18:30:00Z,13:00:00,,1075,,10.5,997,,914,,1573,800,25.8,26.1,0.854,,
2004-04-20T18:30:00Z,14:00:00,,1055,,9.6,964,,953,,1512,769,26.3,24.8,0.8393,,
2004-04-20T18:30:00Z,15:00:00,,1052,,9.3,952,,988,,1483,758,27.0,22.2,0.7805,,
2004-04-20T18:30:00Z,16:00:00,,1087,,12.7,1075,,943,,1557,885,27.3,20.5,0.7308,,
2004-04-20T18:30:00Z,17:00:00,,1303,,19.8,1290,,765,,1838,1218,25.8,24.1,0.7912,,
2004-04-20T18:30:00Z,18:00:00,,1625,,32.5,1607,,601,,2271,1724,25.3,28.9,0.9151,,
2004-04-20T18:30:00Z,19:00:00,,1648,,33.6,1633,,584,,2328,1744,23.8,33.7,0.9786,,
2004-04-20T18:30:00Z,20:00:00,,1442,,26.0,1455,,634,,2072,1600,21.4,36.0,0.9059,,
2004-04-20T18:30:00Z,21:00:00,,1209,,16.4,1193,,753,,1737,1310,19.8,39.5,0.9016,,
2004-04-20T18:30:00Z,22:00:00,,1104,,10.6,999,,846,,1572,1208,19.2,42.1,0.9273,,
2004-04-20T18:30:00Z,23:00:00,,1020,,7.1,862,,932,,1491,1074,18.8,45.8,0.9855,,
2004-04-21T18:30:00Z,0:00:00,,990,,6.4,828,,973,,1469,992,17.1,50.8,0.9828,,
2004-04-21T18:30:00Z,1:00:00,,937,,4.6,740,,1058,,1420,922,16.2,53.4,0.9775,,
2004-04-21T18:30:00Z,2:00:00,,881,,3.0,654,,1141,,1376,819,16.0,53.5,0.9691,,
2004-04-21T18:30:00Z,3:00:00,,843,,2.2,596,,1241,,1340,726,14.3,59.2,0.9601,,
2004-04-21T18:30:00Z,4:00:00,,819,,1.7,564,,1294,,1315,694,13.3,62.6,0.9498,,
2004-04-21T18:30:00Z,5:00:00,,834,,2.2,595,,1276,,1334,727,13.4,59.5,0.9097,,
2004-04-21T18:30:00Z,6:00:00,,976,,5.7,799,,989,,1473,926,12.2,64.1,0.9062,,
2004-04-21T18:30:00Z,7:00:00,,1234,,13.8,1108,,767,,1728,1193,13.9,57.2,0.9029,,
2004-04-21T18:30:00Z,8:00:00,,1403,,21.6,1340,,622,,2003,1501,15.2,53.2,0.9107,,
2004-04-21T18:30:00Z,9:00:00,,1537,,26.1,1457,,592,,2185,1742,19.2,41.6,0.9154,,
2004-04-21T18:30:00Z,10:00:00,,1342,,20.1,1299,,694,,1945,1542,23.7,30.6,0.8854,,
2004-04-21T18:30:00Z,11:00:00,,1242,,15.4,1162,,765,,1730,1353,26.1,26.8,0.8921,,
2004-04-21T18:30:00Z,12:00:00,,1200,,13.6,1102,,814,,1681,1175,28.1,24.4,0.9138,,
2004-04-21T18:30:00Z,13:00:00,,1120,,11.1,1019,,892,,1584,915,28.3,23.9,0.906,,
2004-04-21T18:30:00Z,14:00:00,,1086,,12.2,1055,,908,,1562,817,28.0,21.0,0.7814,,
2004-04-21T18:30:00Z,15:00:00,,1165,,17.5,1224,,823,,1676,1027,30.8,16.4,0.7167,,
2004-04-21T18:30:00Z,16:00:00,,1224,,19.1,1270,,805,,1738,1113,31.3,16.2,0.7262,,
2004-04-21T18:30:00Z,17:00:00,,1431,,27.1,1481,,678,,2025,1431,29.4,20.5,0.8262,,
2004-04-21T18:30:00Z,18:00:00,,1433,,28.3,1510,,661,,2037,1503,25.8,24.3,0.794,,
2004-04-21T18:30:00Z,19:00:00,,1526,,35.0,1664,,587,,2237,1774,23.8,29.5,0.8559,,
2004-04-21T18:30:00Z,20:00:00,,1387,,22.4,1360,,701,,1931,1504,22.0,34.8,0.908,,
2004-04-21T18:30:00Z,21:00:00,,1158,,13.5,1100,,834,,1658,1210,20.2,37.4,0.8748,,
2004-04-21T18:30:00Z,22:00:00,,1008,,8.2,907,,982,,1466,872,19.3,38.8,0.8559,,
2004-04-21T18:30:00Z,23:00:00,,1025,,7.8,890,,976,,1466,855,17.9,43.7,0.8856,,
2004-04-22T18:30:00Z,0:00:00,,1118,,10.0,979,,873,,1593,1170,17.2,47.9,0.9334,,
2004-04-22T18:30:00Z,1:00:00,,999,,6.6,839,,958,,1467,1024,16.3,49.7,0.916,,
2004-04-22T18:30:00Z,2:00:00,,865,,3.4,675,,1155,,1336,841,16.7,46.5,0.8755,,
2004-04-22T18:30:00Z,3:00:00,,847,,2.8,641,,1202,,1325,760,14.6,53.0,0.8775,,
2004-04-22T18:30:00Z,4:00:00,,843,,2.3,608,,1212,,1313,803,14.1,53.9,0.8633,,
2004-04-22T18:30:00Z,5:00:00,0.6,852,46,2.9,646,59,1186,59,1321,792,14.2,52.2,0.8413,,
2004-04-22T18:30:00Z,6:00:00,0.8,922,56,4.9,756,72,1040,67,1417,905,14.3,55.4,0.9003,,
2004-04-22T18:30:00Z,7:00:00,4,1490,452,22.6,1367,244,626,95,2119,1540,14.0,58.0,0.9202,,
2004-04-22T18:30:00Z,8:00:00,5.6,1662,880,31.1,1576,351,522,123,2416,1861,15.4,53.3,0.9289,,
2004-04-22T18:30:00Z,9:00:00,5,1552,759,22.1,1354,358,620,142,2030,1895,19.1,42.1,0.9233,,
2004-04-22T18:30:00Z,10:00:00,3.2,1423,394,18.3,1247,245,705,142,1887,1683,23.7,31.0,0.8968,,
2004-04-22T18:30:00Z,11:00:00,3.8,1457,639,22.0,1349,240,677,169,1946,1731,26.9,25.7,0.8942,,
2004-04-22T18:30:00Z,12:00:00,3.3,1348,541,20.1,1298,179,727,142,1838,1401,29.7,20.6,0.8478,,
2004-04-22T18:30:00Z,13:00:00,3,1326,468,18.9,1265,160,756,136,1834,1245,29.2,21.5,0.8573,,
2004-04-22T18:30:00Z,14:00:00,3.2,1356,483,20.6,1312,174,729,147,1864,1341,29.6,20.1,0.8181,,
2004-04-22T18:30:00Z,15:00:00,4.4,1460,682,25.3,1437,260,680,196,1953,1488,30.0,19.4,0.81,,
2004-04-22T18:30:00Z,16:00:00,4.6,1497,698,25.8,1448,281,679,186,1984,1531,29.5,20.1,0.8136,,
2004-04-22T18:30:00Z,17:00:00,5.2,1645,832,30.6,1566,284,599,177,2227,1909,27.0,26.8,0.9403,,
2004-04-22T18:30:00Z,18:00:00,4.8,1556,872,27.1,1482,250,614,164,2086,1757,24.9,30.8,0.954,,
2004-04-22T18:30:00Z,19:00:00,5.6,1746,899,32.5,1608,281,556,161,2334,1982,23.1,36.7,1.0244,,
2004-04-22T18:30:00Z,20:00:00,4.6,1481,692,20.8,1318,230,660,146,1975,1702,21.5,40.8,1.0333,,
2004-04-22T18:30:00Z,21:00:00,1.8,1211,145,10.9,1009,98,816,98,1618,1245,20.5,41.5,0.9864,,
2004-04-22T18:30:00Z,22:00:00,2.2,1293,208,13.0,1083,121,770,108,1687,1320,19.2,44.9,0.9875,,
2004-04-22T18:30:00Z,23:00:00,2,1299,204,11.8,1043,110,776,107,1658,1375,18.8,47.7,1.0221,,
2004-04-23T18:30:00Z,0:00:00,2.8,1401,240,13.4,1097,161,735,113,1729,1455,18.2,49.7,1.0284,,
2004-04-23T18:30:00Z,1:00:00,2.6,1348,251,13.4,1097,148,707,100,1763,1442,16.1,57.4,1.0451,,
2004-04-23T18:30:00Z,2:00:00,1.8,1160,173,9.0,937,109,826,87,1597,1243,16.3,55.3,1.0178,,
2004-04-23T18:30:00Z,3:00:00,1.1,1021,113,5.8,801,,915,,1480,1078,15.7,53.6,0.9483,,
2004-04-23T18:30:00Z,4:00:00,,947,55,3.8,699,45,1045,60,1430,938,16.9,49.8,0.9514,,
2004-04-23T18:30:00Z,5:00:00,0.7,932,65,3.7,696,71,1045,65,1402,936,14.8,57.7,0.9644,,
2004-04-23T18:30:00Z,6:00:00,0.9,1021,119,5.7,799,75,930,64,1482,1018,14.0,59.7,0.9499,,
2004-04-23T18:30:00Z,7:00:00,1.5,1133,151,10.0,978,106,794,73,1639,1139,14.6,56.8,0.9385,,
2004-04-23T18:30:00Z,8:00:00,2.5,1310,305,15.0,1147,166,681,86,1838,1351,16.7,51.9,0.9788,,
2004-04-23T18:30:00Z,9:00:00,3,1408,415,15.6,1168,188,684,105,1874,1459,20.0,45.0,1.039,,
2004-04-23T18:30:00Z,10:00:00,2.6,1301,321,12.3,1058,161,786,107,1726,1297,23.9,33.7,0.9837,,
2004-04-23T18:30:00Z,11:00:00,2.6,1354,358,14.4,1130,139,764,114,1808,1291,26.8,29.5,1.0209,,
2004-04-23T18:30:00Z,12:00:00,2.6,1391,350,14.6,1135,134,737,105,1840,1296,27.2,32.4,1.1493,,
2004-04-23T18:30:00Z,13:00:00,1.9,1199,238,8.7,928,84,879,74,1623,972,26.9,32.1,1.1217,,
2004-04-23T18:30:00Z,14:00:00,2,1337,215,11.0,1015,98,797,95,1766,1193,24.3,41.8,1.2561,,
2004-04-23T18:30:00Z,15:00:00,1.7,1222,192,9.0,937,91,883,89,1610,879,25.6,36.0,1.1629,,
2004-04-23T18:30:00Z,16:00:00,1.9,1278,205,10.7,1002,99,845,95,1690,909,27.0,31.8,1.1176,,
2004-04-23T18:30:00Z,17:00:00,1.8,1256,165,9.9,973,90,860,93,1633,838,27.5,31.6,1.1417,,
2004-04-23T18:30:00Z,18:00:00,2.8,1496,283,15.7,1171,147,724,123,1899,1248,24.9,38.1,1.1838,,
2004-04-23T18:30:00Z,19:00:00,3.5,1567,467,19.4,1279,177,661,134,1969,1475,23.4,39.7,1.1276,,
2004-04-23T18:30:00Z,20:00:00,3.4,1502,485,16.8,1202,162,651,126,1863,1501,21.2,50.8,1.2631,,
2004-04-23T18:30:00Z,21:00:00,2,1169,202,6.8,850,88,905,79,1584,872,15.6,73.5,1.2953,,
2004-04-23T18:30:00Z,22:00:00,1.1,1007,64,3.0,650,53,1157,54,1403,528,12.9,79.7,1.1774,,
2004-04-23T18:30:00Z,23:00:00,1.3,1003,71,3.2,667,68,1156,69,1365,492,11.5,76.9,1.0436,,
2004-04-24T18:30:00Z,0:00:00,1.2,967,84,3.1,661,61,1180,67,1320,463,12.2,66.8,0.9455,,
2004-04-24T18:30:00Z,1:00:00,1.3,983,70,3.9,707,71,1131,73,1359,493,12.4,64.1,0.9209,,
2004-04-24T18:30:00Z,2:00:00,1,931,61,3.6,689,63,1160,73,1317,503,12.7,58.7,0.8605,,
2004-04-24T18:30:00Z,3:00:00,1.3,965,92,4.5,736,,1083,,1363,580,12.6,58.6,0.8529,,
2004-04-24T18:30:00Z,4:00:00,,776,40,1.2,521,23,1534,33,1121,350,12.5,51.2,0.7374,,
2004-04-24T18:30:00Z,5:00:00,0.3,763,20,0.7,470,14,1783,20,1098,305,12.5,50.9,0.7346,,
2004-04-24T18:30:00Z,6:00:00,0.5,804,31,1.1,504,34,1718,37,1148,328,12.8,49.3,0.7285,,
2004-04-24T18:30:00Z,7:00:00,0.6,830,41,1.4,535,42,1496,50,1184,374,13.5,48.6,0.7487,,
2004-04-24T18:30:00Z,8:00:00,0.6,832,40,1.6,552,40,1475,45,1180,373,14.4,45.9,0.7476,,
2004-04-24T18:30:00Z,9:00:00,0.8,874,35,2.3,603,48,1369,48,1206,384,15.1,43.9,0.7487,,
2004-04-24T18:30:00Z,10:00:00,1,881,44,2.5,621,61,1345,56,1215,403,16.6,38.6,0.7236,,
2004-04-24T18:30:00Z,11:00:00,0.9,862,71,2.7,634,58,1320,58,1193,393,17.2,35.0,0.6789,,
2004-04-24T18:30:00Z,12:00:00,1,862,66,2.7,635,57,1289,52,1185,388,17.4,33.9,0.6683,,
2004-04-24T18:30:00Z,13:00:00,0.8,829,46,2.2,596,54,1388,52,1145,371,17.9,30.7,0.6234,,
2004-04-24T18:30:00Z,14:00:00,0.7,806,50,2.0,584,41,1488,44,1104,346,18.3,27.2,0.5675,,
2004-04-24T18:30:00Z,15:00:00,0.9,872,51,3.4,675,57,1342,59,1181,395,19.4,25.7,0.5738,,
2004-04-24T18:30:00Z,16:00:00,1.3,930,64,4.5,739,83,1273,74,1219,473,20.2,24.1,0.563,,
2004-04-24T18:30:00Z,17:00:00,1.4,918,138,4.7,747,81,1228,76,1218,505,19.6,24.9,0.5625,,
2004-04-24T18:30:00Z,18:00:00,1.5,1000,137,6.0,810,98,1122,83,1343,624,18.5,27.8,0.5843,,
2004-04-24T18:30:00Z,19:00:00,2.7,1169,303,11.7,1039,124,883,100,1549,940,17.8,30.3,0.6129,,
2004-04-24T18:30:00Z,20:00:00,2.5,1084,204,8.2,906,133,975,101,1418,893,16.6,34.0,0.6353,,
2004-04-24T18:30:00Z,21:00:00,1.4,939,95,5.1,768,100,1102,90,1309,730,15.5,37.0,0.6447,,
2004-04-24T18:30:00Z,22:00:00,2.8,1125,347,13.0,1083,116,874,93,1654,954,14.8,39.5,0.6595,,
2004-04-24T18:30:00Z,23:00:00,2.1,977,252,7.0,857,102,1013,79,1378,760,14.5,42.0,0.6896,,
2004-04-25T18:30:00Z,0:00:00,1.1,893,66,3.9,702,55,1192,57,1283,515,14.1,44.9,0.7206,,
2004-04-25T18:30:00Z,1:00:00,0.7,837,45,2.2,601,33,1360,43,1219,433,14.2,45.5,0.7333,,
2004-04-25T18:30:00Z,2:00:00,0.4,802,36,1.3,527,17,1513,25,1152,369,14.1,45.3,0.7247,,
2004-04-25T18:30:00Z,3:00:00,0.3,775,26,0.8,476,,1721,,1115,335,14.0,44.3,0.7038,,
2004-04-25T18:30:00Z,4:00:00,,767,17,0.6,454,10,1825,17,1090,318,14.1,43.0,0.689,,
2004-04-25T18:30:00Z,5:00:00,0.4,808,21,1.2,520,35,1574,44,1158,377,13.9,43.9,0.6923,,
2004-04-25T18:30:00Z,6:00:00,0.8,897,60,3.4,676,70,1271,72,1306,516,14.0,43.8,0.6959,,
2004-04-25T18:30:00Z,7:00:00,1.9,1052,155,7.5,880,116,981,91,1463,785,14.4,43.6,0.7113,,
2004-04-25T18:30:00Z,8:00:00,2.1,1032,235,8.9,934,134,917,89,1489,844,15.0,41.7,0.7093,,
2004-04-25T18:30:00Z,9:00:00,1.4,941,89,5.3,779,113,1079,84,1342,719,16.3,38.4,0.7052,,
2004-04-25T18:30:00Z,10:00:00,1.4,941,76,5.4,781,110,1102,83,1328,667,18.3,32.3,0.676,,
2004-04-25T18:30:00Z,11:00:00,1.3,916,101,5.2,772,98,1097,78,1311,604,18.8,31.7,0.6821,,
2004-04-25T18:30:00Z,12:00:00,1.5,976,109,6.6,837,96,1038,80,1413,646,19.6,30.9,0.6968,,
2004-04-25T18:30:00Z,13:00:00,1.6,993,143,6.9,850,95,1018,75,1436,640,20.2,30.7,0.7176,,
2004-04-25T18:30:00Z,14:00:00,1.3,942,104,5.4,784,86,1065,77,1365,570,19.7,32.5,0.7396,,
2004-04-25T18:30:00Z,15:00:00,1.4,981,107,6.0,810,86,1059,77,1394,604,20.7,31.6,0.7602,,
2004-04-25T18:30:00Z,16:00:00,1.5,983,133,6.4,832,91,1033,81,1409,635,20.0,32.7,0.7545,,
2004-04-25T18:30:00Z,17:00:00,2.2,1116,171,10.7,1003,119,864,101,1625,886,18.6,35.4,0.7535,,
2004-04-25T18:30:00Z,18:00:00,3.2,1180,405,13.9,1113,147,787,119,1685,1032,18.3,35.9,0.7501,,
2004-04-25T18:30:00Z,19:00:00,3,1163,334,12.5,1067,135,811,111,1615,977,17.8,37.5,0.7568,,
2004-04-25T18:30:00Z,20:00:00,2.6,1081,236,9.3,949,124,907,109,1496,924,17.3,38.8,0.7584,,
2004-04-25T18:30:00Z,21:00:00,1.6,1016,99,6.7,841,89,999,101,1440,845,17.3,38.8,0.7596,,
2004-04-25T18:30:00Z,22:00:00,1.5,966,93,5.3,777,79,1056,89,1358,754,16.4,40.8,0.7542,,
2004-04-25T18:30:00Z,23:00:00,1.2,924,82,4.0,709,63,1158,75,1318,609,16.0,41.4,0.7487,,
2004-04-26T18:30:00Z,0:00:00,0.8,860,51,2.2,601,39,1351,51,1225,439,15.4,43.0,0.7482,,
2004-04-26T18:30:00Z,1:00:00,0.7,826,41,1.7,559,25,1424,39,1197,402,15.7,42.5,0.7539,,
2004-04-26T18:30:00Z,2:00:00,0.5,845,31,1.6,557,19,1384,32,1211,405,15.6,43.4,0.7651,,
2004-04-26T18:30:00Z,3:00:00,0.5,841,41,1.5,545,,1423,,1223,423,15.2,45.8,0.7864,,
2004-04-26T18:30:00Z,4:00:00,,909,41,2.5,616,34,1236,49,1301,558,14.7,49.9,0.828,,
2004-04-26T18:30:00Z,5:00:00,0.7,929,38,3.3,669,58,1142,68,1339,745,15.5,47.3,0.8282,,
2004-04-26T18:30:00Z,6:00:00,1.4,1119,111,8.9,935,112,842,76,1593,1125,14.4,53.1,0.8677,,
2004-04-26T18:30:00Z,7:00:00,4.1,1518,584,23.4,1388,314,588,122,2100,1703,15.9,48.5,0.8704,,
2004-04-26T18:30:00Z,8:00:00,4.6,1460,633,23.8,1397,240,629,129,2050,1627,18.1,40.3,0.8294,,
2004-04-26T18:30:00Z,9:00:00,1.9,1074,145,7.9,895,128,937,94,1487,935,19.6,35.9,0.81,,
2004-04-26T18:30:00Z,10:00:00,1.9,1061,155,8.2,908,141,967,99,1455,890,22.8,29.1,0.796,,
2004-04-26T18:30:00Z,11:00:00,1.7,1065,128,8.8,931,118,978,81,1474,757,24.8,25.3,0.7793,,
2004-04-26T18:30:00Z,12:00:00,2.4,1179,255,14.6,1136,132,829,87,1651,948,27.2,22.0,0.7785,,
2004-04-26T18:30:00Z,13:00:00,3,1251,411,18.0,1238,150,772,107,1779,1108,28.2,20.4,0.7677,,
2004-04-26T18:30:00Z,14:00:00,2,1120,173,12.0,1048,121,898,95,1560,869,25.4,24.2,0.7733,,
2004-04-26T18:30:00Z,15:00:00,2.7,1187,277,14.8,1142,149,839,110,1651,1011,25.7,23.8,0.7737,,
2004-04-26T18:30:00Z,16:00:00,2.2,1144,259,12.5,1066,120,903,99,1592,885,27.2,22.1,0.7811,,
2004-04-26T18:30:00Z,17:00:00,2.9,1214,274,15.5,1164,155,817,113,1689,1015,27.0,22.3,0.786,,
2004-04-26T18:30:00Z,18:00:00,3.4,1317,377,17.7,1230,172,765,127,1798,1154,24.5,27.8,0.8433,,
2004-04-26T18:30:00Z,19:00:00,3.9,1387,457,21.6,1340,177,702,131,1954,1314,23.7,30.2,0.8718,,
2004-04-26T18:30:00Z,20:00:00,3.6,1295,555,18.9,1266,181,716,137,1848,1358,21.5,34.5,0.8746,,
2004-04-26T18:30:00Z,21:00:00,2.5,1152,279,12.5,1065,135,810,122,1651,1194,19.9,37.8,0.8675,,
2004-04-26T18:30:00Z,22:00:00,1.8,1077,137,8.8,931,99,904,100,1511,950,18.9,40.6,0.8771,,
2004-04-26T18:30:00Z,23:00:00,2,1132,203,10.9,1012,111,806,108,1607,1054,17.9,43.5,0.884,,
2004-04-27T18:30:00Z,0:00:00,1.3,1055,101,8.0,898,72,880,83,1504,979,17.4,46.3,0.9112,,
2004-04-27T18:30:00Z,1:00:00,1,953,86,4.4,735,54,999,74,1395,898,18.1,44.7,0.9186,,
2004-04-27T18:30:00Z,2:00:00,0.6,891,51,2.8,639,41,1138,64,1358,802,16.5,50.1,0.9331,,
2004-04-27T18:30:00Z,3:00:00,0.6,894,47,2.7,631,,1167,,1346,684,14.2,56.9,0.9141,,
2004-04-27T18:30:00Z,4:00:00,,858,35,2.2,602,24,1209,40,1320,643,14.7,56.2,0.9341,,
2004-04-27T18:30:00Z,5:00:00,0.5,856,33,2.5,618,29,1191,39,1345,676,16.3,52.8,0.9722,,
2004-04-27T18:30:00Z,6:00:00,1.1,1030,95,7.5,879,76,892,69,1538,996,13.9,60.7,0.9597,,
2004-04-27T18:30:00Z,7:00:00,5.5,1688,754,30.4,1560,321,528,104,2395,1735,15.0,58.3,0.9876,,
2004-04-27T18:30:00Z,8:00:00,4.2,1486,588,22.0,1351,274,571,100,2111,1692,16.1,54.8,0.996,,
2004-04-27T18:30:00Z,9:00:00,4.6,1591,658,24.7,1422,322,577,146,2155,2108,19.3,46.4,1.0248,,
2004-04-27T18:30:00Z,10:00:00,3.4,1468,372,18.4,1251,255,691,155,1903,1806,24.2,33.8,1.0097,,
2004-04-27T18:30:00Z,11:00:00,2.8,1364,386,16.8,1205,196,722,139,1850,1565,26.7,28.7,0.9895,,
2004-04-27T18:30:00Z,12:00:00,2.5,1284,333,14.2,1123,136,754,121,1741,1293,27.4,28.2,1.0098,,
2004-04-27T18:30:00Z,13:00:00,2.4,1310,293,15.7,1169,119,747,108,1786,1219,28.1,26.9,1.0094,,
2004-04-27T18:30:00Z,14:00:00,3.2,1416,511,21.9,1348,169,684,126,1968,1329,27.7,26.5,0.9693,,
2004-04-27T18:30:00Z,15:00:00,3.5,1387,559,20.8,1317,197,700,145,1889,1298,28.4,23.4,0.8935,,
2004-04-27T18:30:00Z,16:00:00,2.9,1329,375,16.2,1184,140,768,121,1750,1111,28.4,26.0,0.9922,,
2004-04-27T18:30:00Z,17:00:00,3.6,1495,509,19.8,1291,178,680,145,1878,1299,27.3,30.0,1.0752,,
2004-04-27T18:30:00Z,18:00:00,4.8,1675,790,28.9,1524,223,567,160,2226,1652,24.3,37.3,1.1199,,
2004-04-27T18:30:00Z,19:00:00,5.4,1724,816,28.3,1509,222,562,155,2252,1716,23.1,42.2,1.1746,,
2004-04-27T18:30:00Z,20:00:00,5.3,1641,804,24.9,1425,265,597,162,2117,1719,21.8,43.6,1.1226,,
2004-04-27T18:30:00Z,21:00:00,2.7,1266,332,13.1,1088,151,764,129,1740,1338,19.8,46.8,1.0702,,
2004-04-27T18:30:00Z,22:00:00,1.4,1145,156,8.6,923,79,845,96,1574,1165,19.6,49.8,1.1221,,
2004-04-27T18:30:00Z,23:00:00,1.6,1215,143,9.5,959,87,787,92,1662,1255,17.9,56.2,1.142,,
2004-04-28T18:30:00Z,0:00:00,1.5,1127,117,7.8,890,88,837,89,1574,1124,17.4,55.6,1.0963,,
2004-04-28T18:30:00Z,1:00:00,1,1041,84,5.2,771,51,923,61,1495,968,16.8,59.5,1.1269,,
2004-04-28T18:30:00Z,2:00:00,0.6,925,60,2.8,639,34,1115,54,1409,814,15.9,60.1,1.0806,,
2004-04-28T18:30:00Z,3:00:00,0.4,898,76,2.3,608,,1154,,1385,743,15.6,61.2,1.0784,,
2004-04-28T18:30:00Z,4:00:00,,889,40,2.5,616,31,1167,44,1381,757,14.6,63.4,1.0446,,
2004-04-28T18:30:00Z,5:00:00,0.8,958,64,4.4,733,76,1038,57,1469,860,13.3,67.0,1.0203,,
2004-04-28T18:30:00Z,6:00:00,1.5,1096,148,9.4,956,139,826,68,1620,1046,12.9,66.5,0.9846,,
2004-04-28T18:30:00Z,7:00:00,4.9,1674,635,29.8,1546,293,539,95,2404,1665,14.8,61.3,1.0237,,
2004-04-28T18:30:00Z,8:00:00,7.2,1771,1129,36.2,1689,368,461,125,2572,1982,16.1,56.5,1.0274,,
2004-04-28T18:30:00Z,9:00:00,3.5,1408,475,18.0,1240,250,647,135,1886,1711,18.6,47.8,1.0143,,
2004-04-28T18:30:00Z,10:00:00,2.1,1155,220,10.9,1009,145,874,118,1583,1203,23.8,30.2,0.8771,,
2004-04-28T18:30:00Z,11:00:00,1.5,1041,105,9.0,940,110,971,91,1490,871,25.4,25.0,0.7966,,
2004-04-28T18:30:00Z,12:00:00,2,1167,190,14.4,1128,104,828,89,1716,1040,25.6,25.5,0.8234,,
2004-04-28T18:30:00Z,13:00:00,3.8,1397,516,22.3,1360,205,656,129,2037,1438,24.9,29.9,0.9325,,
2004-04-28T18:30:00Z,14:00:00,3.4,1457,346,20.9,1320,201,654,122,2023,1516,22.4,37.9,1.016,,
2004-04-28T18:30:00Z,15:00:00,4.4,1554,565,23.1,1379,266,613,138,2151,1692,21.7,44.0,1.1242,,
2004-04-28T18:30:00Z,16:00:00,3.9,1495,483,21.2,1330,246,615,136,2068,1635,21.4,44.4,1.1176,,
2004-04-28T18:30:00Z,17:00:00,4.9,1559,651,24.8,1423,247,579,143,2175,1687,20.8,45.3,1.1016,,
2004-04-28T18:30:00Z,18:00:00,5.4,1663,657,28.6,1518,271,553,145,2312,1819,20.2,48.6,1.1354,,
2004-04-28T18:30:00Z,19:00:00,6.5,1760,830,32.6,1610,332,502,146,2488,2006,20.2,50.8,1.1924,,
2004-04-28T18:30:00Z,20:00:00,4.3,1524,435,19.2,1275,245,607,122,2046,1740,18.6,57.6,1.2233,,
2004-04-28T18:30:00Z,21:00:00,2.9,1398,209,16.3,1188,180,646,112,1930,1577,18.2,58.8,1.2173,,
2004-04-28T18:30:00Z,22:00:00,2.7,1341,202,13.7,1105,156,694,102,1856,1443,17.8,61.0,1.2352,,
2004-04-28T18:30:00Z,23:00:00,2.8,1432,174,13.6,1103,172,681,97,1876,1411,17.0,70.7,1.3554,,
2004-04-29T18:30:00Z,0:00:00,2.3,1297,170,11.1,1018,137,732,85,1822,1216,16.2,76.9,1.4051,,
2004-04-29T18:30:00Z,1:00:00,1.7,1178,116,7.6,884,91,830,76,1696,1086,15.7,78.6,1.3943,,
2004-04-29T18:30:00Z,2:00:00,1.2,1096,91,5.9,809,80,897,74,1628,1049,15.7,78.4,1.3917,,
2004-04-29T18:30:00Z,3:00:00,1,1053,71,5.0,761,,962,,1597,964,15.7,77.4,1.3683,,
2004-04-29T18:30:00Z,4:00:00,,1017,59,4.0,711,46,1008,56,1554,906,15.4,78.5,1.3635,,
2004-04-29T18:30:00Z,5:00:00,0.8,1005,48,4.5,737,68,1004,66,1563,916,15.7,74.7,1.3194,,
2004-04-29T18:30:00Z,6:00:00,1.7,1205,111,9.3,949,162,818,90,1771,1115,15.9,73.1,1.3136,,
