CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQualityCategory
0.6,876.0,3.1,657.0,41.0,1047.0,46.0,1530.0,778.0,21.2,60.9,1.5092,Good
0.5,765.0,2.8,636.0,141.0,1137.0,74.0,1112.0,741.0,15.0,52.8,0.8929,Good
3.0,1345.0,19.3,1277.0,141.0,700.0,130.0,1873.0,1193.0,30.9,20.5,0.8996,Poor
1.9,975.0,5.5,787.0,223.0,1811.0,96.0,1237.0,844.0,11.7,77.8,1.0689,Good
1.0,1104.0,4.0,712.0,143.0,754.0,107.0,1000.0,1433.0,2.9,67.9,0.5183,Good
0.8,879.0,2.5,618.0,124.0,1023.0,87.0,893.0,928.0,3.1,59.7,0.4604,Good
0.6,753.0,2.5,619.0,44.0,1101.0,51.0,1372.0,724.0,16.3,59.8,1.1042,Good
1.9,1084.0,12.2,1057.0,103.0,689.0,139.0,1775.0,835.0,32.8,32.2,1.5779,Moderate
1.0,930.0,5.1,768.0,98.0,915.0,74.0,1408.0,825.0,21.0,61.3,1.5031,Good
0.6,944.0,4.3,729.0,30.0,932.0,34.0,1494.0,560.0,37.4,28.2,1.7808,Good
1.1,868.0,5.7,798.0,83.0,865.0,71.0,1391.0,823.0,20.1,47.8,1.1093,Good
1.2,951.0,7.7,886.0,74.0,742.0,51.0,1705.0,987.0,23.3,61.8,1.7504,Good
1.2,960.0,2.9,643.0,163.0,914.0,124.0,1046.0,824.0,6.4,70.7,0.6848,Good
1.0,912.0,2.6,629.0,47.0,1564.0,53.0,1252.0,551.0,8.2,60.8,0.6657,Good
3.3,1391.0,17.1,1213.0,490.0,517.0,112.0,1690.0,1434.0,20.4,57.0,1.3507,Poor
1.3,985.0,6.3,826.0,66.0,808.0,71.0,1544.0,621.0,35.3,28.5,1.6034,Good
3.9,1384.0,18.9,1265.0,255.0,619.0,124.0,2143.0,1307.0,16.4,72.4,1.3379,Poor
1.4,1141.0,6.9,852.0,89.0,1008.0,101.0,1547.0,1164.0,15.3,61.4,1.058,Good
0.5,825.0,1.4,535.0,39.0,1202.0,32.0,1302.0,497.0,19.4,70.4,1.5663,Good
1.9,1054.0,5.6,791.0,253.0,829.0,126.0,966.0,1131.0,4.3,55.3,0.465,Good
2.0851233094669848,1028.0,11.8,1041.0,122.0,756.0,130.0,1696.0,1061.0,30.5,29.9,1.2875,Moderate
3.4,1445.0,17.5,1224.0,444.0,471.0,153.0,1705.0,1450.0,21.7,47.4,1.2184,Poor
1.4,1023.0,5.4,781.0,295.0,808.0,81.0,1195.0,1019.0,10.6,78.8,1.008,Good
0.5,842.0,4.2,719.0,61.0,1353.0,63.0,1330.0,500.0,22.9,30.7,0.8461,Good
3.9,1119.0,17.8,1232.0,407.0,670.0,148.0,1538.0,1269.0,22.3,29.2,0.7773,Poor
3.2,1314.0,14.8,1142.0,178.0,724.0,126.0,1807.0,1160.0,15.6,50.7,0.8947,Moderate
0.4,844.0,0.6,454.0,57.5,1327.0,55.0,908.0,385.0,2.5,86.6,0.6407,Good
0.3,888.0,2.8,639.0,33.0,1088.0,47.0,1330.0,670.0,16.5,50.2,0.932,Good
2.0,1169.0,10.3,987.0,336.0,596.0,143.0,1284.0,1184.0,22.9,29.3,0.8077,Moderate
3.9,1447.0,19.5,1283.0,461.0,495.0,109.0,1877.0,1503.0,21.9,68.3,1.7699,Poor
1.6,1060.0,8.8,930.0,195.0,698.0,65.0,1481.0,1014.0,18.5,69.5,1.4657,Moderate
3.0,1054.0,6.1,818.0,288.0,777.0,149.0,966.0,1210.0,7.3,43.8,0.4505,Good
2.1,1132.0,13.2,1091.0,169.0,751.0,144.0,1794.0,1091.0,36.3,23.4,1.3902,Moderate
3.3,1302.0,15.1,1152.0,558.0,574.0,116.0,1519.0,1582.0,13.3,68.8,1.0505,Moderate
1.4,948.0,7.9,893.0,236.9796848547988,827.0,110.3925641359552,1374.0,767.0,31.5,21.5,0.9768,Moderate
1.9,969.0,11.2,1022.0,134.0,787.0,123.0,1552.0,1073.0,26.3,27.3,0.9238,Moderate
3.3,1348.0,20.1,1298.0,179.0,727.0,142.0,1838.0,1401.0,29.7,20.6,0.8478,Poor
1.2,983.0,4.2,724.0,184.0,809.0,117.0,1088.0,629.0,21.0,36.9,0.9089,Good
5.4,1663.0,28.6,1518.0,271.0,553.0,145.0,2312.0,1819.0,20.2,48.6,1.1354,Poor
2.1,1155.0,8.2,909.0,251.0,603.0,144.0,1330.0,1244.0,14.2,65.4,1.0497,Moderate
0.7,812.0,2.9,644.0,42.0,989.0,49.0,1530.0,802.0,21.9,67.1,1.7414,Good
3.2,1356.0,20.6,1312.0,174.0,729.0,147.0,1864.0,1341.0,29.6,20.1,0.8181,Poor
2.0,1337.0,11.0,1015.0,98.0,797.0,95.0,1766.0,1193.0,24.3,41.8,1.2561,Moderate
2.0,1038.0,12.6,1069.0,138.0,773.0,135.0,1646.0,880.0,37.1,17.7,1.094,Moderate
1.5,1070.0,7.6,881.0,154.0,744.0,68.0,1430.0,962.0,25.0,49.1,1.5295,Good
1.7,1056.0,7.9,894.0,131.0,891.0,93.0,1575.0,770.0,19.5,45.0,1.0114,Moderate
0.4,792.0,1.0,501.0,21.0,1553.0,25.0,1252.0,353.0,16.2,53.0,0.9672,Good
1.8,1117.0,7.3,870.0,182.0,781.0,94.0,1320.0,985.0,17.3,57.0,1.1137,Good
1.5,932.0,8.4,913.0,192.0,837.0,105.0,1297.0,999.0,17.4,42.8,0.8463,Moderate
5.6,1415.0,19.6,1285.0,823.0,500.0,229.0,1390.0,1809.0,5.8,53.1,0.4942,Poor
2.3,1159.0,15.1,1151.0,143.0,578.0,63.0,2004.0,1206.0,24.3,63.3,1.8929,Moderate
2.2,1089.0,13.6,1102.0,142.0,694.0,119.0,1685.0,1235.0,25.7,33.5,1.0918,Moderate
0.5,736.0,0.7,468.0,50.0,1481.0,40.0,868.0,395.0,10.7,41.8,0.536,Good
2.0,1019.0,11.8,1042.0,251.0,788.0,112.0,1400.0,926.0,24.2,27.2,0.8128,Moderate
2.3,1145.0,9.0,937.0,340.0,591.0,151.0,1376.0,1159.0,15.2,64.2,1.0983,Moderate
2.0851233094669848,892.0,4.6,741.0,31.0,1056.0,36.0,1664.0,742.0,18.9,79.0,1.704,Good
3.1,1154.0,11.6,1034.0,444.0,648.0,196.0,1061.0,1428.0,8.2,30.1,0.327,Moderate
1.4,961.0,5.2,775.0,102.0,1131.0,81.0,1247.0,535.0,18.2,26.1,0.5387,Good
0.5,852.0,2.8,640.0,83.0,1011.0,44.0,1172.0,710.0,17.0,64.5,1.2374,Good
1.2,1166.0,6.4,828.0,202.0,621.0,88.0,1359.0,1171.0,16.1,71.3,1.2955,Good
1.9,1163.0,7.5,879.0,133.0,958.0,83.0,1486.0,1073.0,12.5,50.1,0.7242,Good
1.3,987.0,5.7,799.0,86.0,988.0,88.0,1462.0,658.0,15.5,57.1,0.996,Good
2.6,1103.0,11.8,1044.0,283.0,757.0,125.0,1522.0,966.0,30.5,29.3,1.2612,Moderate
2.8,1179.0,14.1,1121.0,247.0,568.0,105.0,1816.0,947.0,27.7,43.5,1.592,Moderate
1.4,1324.0,8.5,921.0,357.0,569.0,158.0,1344.0,1296.0,14.2,57.8,0.9292,Moderate
2.3,1205.0,10.5,996.0,288.0,558.0,122.0,1456.0,1101.0,21.9,45.1,1.1687,Moderate
1.8,1239.0,6.9,853.0,106.0,1010.0,93.0,1543.0,1173.0,14.0,57.0,0.9094,Good
3.1,1100.0,14.5,1134.0,427.0,683.0,168.0,1283.0,1280.0,13.6,34.0,0.5251,Moderate
0.8,1006.0,5.5,789.0,46.0,824.0,36.0,1657.0,732.0,27.3,52.4,1.8707,Good
0.9,962.0,7.7,884.0,84.0,1101.0,90.0,1447.0,695.0,29.2,19.6,0.7817,Good
2.5,1162.0,15.1,1150.0,116.0,686.0,115.0,1912.0,1143.0,31.9,30.6,1.4201,Moderate
0.9,947.0,5.7,798.0,108.0,868.0,79.0,1276.0,942.0,19.4,50.3,1.1201,Good
0.9,1004.0,3.4,679.0,88.0,874.0,66.0,1120.0,744.0,10.7,69.5,0.8919,Good
5.3,1734.0,25.1,1430.0,396.0,628.0,150.0,2211.0,1843.0,17.8,42.9,0.8672,Poor
2.6,1129.0,14.6,1136.0,151.0,606.0,114.0,1951.0,1219.0,27.7,49.9,1.8189,Moderate
1.5,971.0,5.7,799.0,199.0,833.0,72.0,1425.0,824.0,19.7,68.6,1.5563,Good
1.8,1241.0,9.9,972.0,99.0,856.0,106.0,1631.0,818.0,26.8,33.5,1.1602,Moderate
1.6,1070.0,6.2,820.0,300.0,754.0,169.0,935.0,1454.0,4.8,39.6,0.344,Good
5.0,1584.0,32.0,1597.0,666.0,392.0,125.0,2176.0,1844.0,21.6,62.0,1.5784,Poor
3.0,1050.0,17.3,1220.0,201.0,739.0,161.0,1729.0,1076.0,31.4,18.5,0.8376,Poor
2.1,1140.0,11.6,1035.0,107.0,725.0,112.0,1778.0,1059.0,27.7,39.3,1.4372,Moderate
5.8,1605.0,32.3,1603.0,674.0,415.0,168.0,2199.0,1912.0,25.2,50.6,1.5989,Poor
2.1,1028.0,10.4,993.0,124.0,815.0,114.0,1727.0,968.0,23.0,44.4,1.2354,Moderate
2.2,1258.0,9.1,943.0,268.0,630.0,111.0,1266.0,1622.0,8.9,70.4,0.8074,Moderate
1.4,1149.0,7.3,871.0,155.0,696.0,58.0,1502.0,1029.0,21.1,64.5,1.594,Good
4.2,1170.0,9.5,959.0,404.0,679.0,183.0,1120.0,1234.0,5.5,60.2,0.5458,Moderate
3.8,1457.0,22.0,1349.0,240.0,677.0,169.0,1946.0,1731.0,26.9,25.7,0.8942,Poor
0.2,734.0,1.4,533.0,23.0,1338.0,38.0,1349.0,492.0,21.0,47.5,1.1666,Good
1.1,940.0,3.2,664.0,187.0,900.0,112.0,954.0,878.0,1.4,76.3,0.5261,Good
0.7,866.0,1.8,569.0,41.0,1467.0,66.0,1055.0,435.0,11.6,33.6,0.4595,Good
3.5,1173.0,17.2,1217.0,202.0,695.0,139.0,1929.0,1175.0,26.5,35.0,1.1981,Poor
1.1,899.0,2.3,604.0,119.0,1051.0,92.0,815.0,468.0,2.9,49.7,0.3782,Good
2.2,1133.0,7.1,862.0,120.0,868.0,88.0,1598.0,1009.0,12.5,81.8,1.1838,Good
3.8,1270.0,19.0,1267.0,611.0,564.0,201.0,1433.0,1482.0,7.5,58.8,0.6117,Poor
2.3,1130.0,12.3,1059.0,132.0,771.0,100.0,1784.0,977.0,21.4,47.7,1.2047,Moderate
3.9,1551.0,19.1,1271.0,181.0,800.0,137.0,1874.0,1432.0,21.3,34.8,0.873,Poor
1.0,913.0,5.2,774.0,53.0,1091.0,65.0,1322.0,706.0,20.0,31.5,0.7262,Good
2.8,1057.0,8.9,935.0,367.0,720.0,211.0,982.0,1235.0,5.0,37.4,0.329,Moderate
2.3,1205.0,8.7,927.0,372.0,621.0,160.0,1235.0,1285.0,4.6,82.5,0.7066,Moderate
1.5,1054.0,8.6,923.0,63.0,783.0,64.0,1792.0,899.0,23.3,60.5,1.706,Moderate
5.9,1435.0,22.7,1370.0,548.0,457.0,191.0,1808.0,1626.0,15.2,62.2,1.0641,Poor
2.8,1156.0,14.5,1131.0,370.0,622.0,113.0,1675.0,1157.0,19.6,69.7,1.5675,Moderate
4.8,1421.0,22.4,1362.0,920.0,775.0,214.0,1508.0,1955.0,12.0,45.9,0.6421,Poor
2.9,1310.0,15.9,1177.0,366.0,574.0,111.0,1769.0,1208.0,20.2,66.9,1.5643,Moderate
2.1,1022.0,9.8,970.0,448.0,752.0,98.0,1283.0,992.0,11.4,59.1,0.7963,Moderate
0.3,919.0,4.3,729.0,43.0,944.0,55.0,1392.0,842.0,26.8,32.3,1.1235,Good
1.8,1050.0,9.2,947.0,80.0,928.0,82.0,1583.0,651.0,26.1,30.3,1.0101,Moderate
1.5,1019.0,8.1,905.0,388.0,756.0,117.0,1244.0,1061.0,8.9,75.6,0.8667,Moderate
1.8,1084.0,13.2,1090.0,130.0,723.0,129.0,1637.0,1009.0,42.8,13.8,1.1681,Moderate
1.3,1140.0,6.3,826.0,73.0,935.0,88.0,1488.0,1109.0,16.2,54.2,0.9933,Good
3.8,1570.0,17.5,1224.0,574.0,467.0,215.0,1447.0,2019.0,11.0,51.4,0.6746,Poor
0.5,849.0,2.4,615.0,31.0,1285.0,44.0,1275.0,461.0,17.2,43.1,0.8394,Good
2.9,997.0,9.9,972.0,345.0,806.0,153.0,983.0,1090.0,6.8,36.1,0.3575,Moderate
0.8,867.0,4.4,733.0,48.0,1043.0,58.0,1324.0,808.0,14.6,51.4,0.8489,Good
2.1,1242.0,12.3,1060.0,141.0,745.0,117.0,1692.0,1359.0,20.2,42.8,0.9983,Moderate
1.1,1009.0,3.4,679.0,174.5,854.0,126.5,1045.0,889.0,5.0,82.9,0.73,Good
1.6,961.0,5.5,789.0,330.0,838.0,168.0,910.0,815.0,8.6,34.2,0.3834,Good
0.9,987.0,4.5,739.0,54.0,1105.0,53.0,1407.0,522.0,26.7,28.1,0.9688,Good
1.0,908.0,2.7,635.0,181.0,992.0,104.0,946.0,719.0,7.5,55.3,0.5734,Good
4.1,1300.0,17.0,1210.0,124.0,623.0,140.0,1812.0,1153.0,39.6,18.8,1.3413,Poor
0.9,840.0,3.5,680.0,236.9796848547988,1052.0,110.3925641359552,1067.0,594.0,6.5,85.6,0.8353,Good
0.8,914.0,4.2,721.0,117.0,890.0,47.5,1314.0,816.0,16.8,72.9,1.3851,Good
0.75,856.0,2.8,638.0,123.0,2061.0,68.0,1082.0,746.0,8.5,81.7,0.9074,Good
1.6,979.0,8.0,901.0,236.9796848547988,811.0,110.3925641359552,1368.0,731.0,29.7,25.4,1.044,Moderate
4.5,1487.0,19.2,1274.0,215.0,640.0,110.0,2132.0,1470.0,21.0,54.3,1.3353,Poor
1.1,920.0,5.2,771.0,162.0,849.0,120.0,885.0,632.0,13.0,27.4,0.4085,Good
6.3,1672.0,34.0,1642.0,572.0,435.0,182.0,2259.0,1780.0,24.6,50.0,1.5241,Poor
1.4,1072.0,6.1,818.0,302.0,751.0,174.0,1161.0,1002.0,5.3,80.2,0.7179,Good
1.9,1131.0,9.7,964.0,107.0,842.0,103.0,1519.0,1223.0,19.1,38.3,0.8381,Moderate
0.0,1138.0,9.0,939.0,328.0,705.0,168.0,1088.0,1359.0,8.3,41.3,0.4533,Moderate
1.9,1211.0,7.9,896.0,112.0,920.0,93.0,1624.0,1066.0,16.4,55.1,1.0198,Moderate
0.8,898.0,3.3,669.0,46.0,1163.0,52.0,1386.0,806.0,10.8,70.3,0.9092,Good
0.4,844.0,2.6,625.0,17.0,992.0,21.0,1512.0,646.0,24.3,59.4,1.7838,Good
2.0851233094669848,951.0,4.1,716.0,64.0,879.0,89.0,1480.0,1163.0,23.4,47.4,1.3475,Good
2.8,1016.0,11.7,1039.0,457.0,769.0,161.0,1149.0,1023.0,18.1,21.0,0.4321,Moderate
3.2,1473.0,15.3,1158.0,652.0,468.0,155.0,1476.0,1802.0,18.2,43.2,0.8926,Moderate
1.6,1166.0,7.6,883.0,105.0,881.0,78.0,1580.0,931.0,20.2,40.1,0.937,Good
0.6,949.0,2.1,588.0,77.0,987.0,62.0,1001.0,464.0,3.3,84.3,0.6617,Good
2.2,1138.0,7.5,878.0,372.0,753.0,141.0,1092.0,1200.0,6.6,56.6,0.5528,Good
1.4,1092.0,4.9,758.0,267.0,773.0,149.0,1087.0,1038.0,5.3,69.2,0.6213,Good
2.7,1187.0,14.2,1121.0,313.0,588.0,77.0,1640.0,1208.0,19.5,67.6,1.5156,Moderate
0.5,911.0,1.5,543.0,69.0,958.0,54.0,1002.0,573.0,12.1,56.3,0.7927,Good
1.0,974.0,4.6,742.0,203.0,863.0,75.0,1154.0,884.0,9.1,77.3,0.8944,Good
1.4,1009.0,8.5,920.0,76.0,778.0,99.0,1635.0,692.0,37.1,25.6,1.5868,Moderate
2.3,1141.0,13.8,1108.0,140.0,781.0,133.0,1788.0,1047.0,40.4,17.2,1.2774,Moderate
1.6,1006.0,6.6,837.0,207.0,774.0,146.0,970.0,756.0,10.9,32.6,0.426,Good
2.1,1151.0,9.7,966.0,266.0,660.0,84.0,1542.0,1137.0,21.4,61.7,1.5547,Moderate
1.3,1008.0,4.8,751.0,223.0,827.0,153.0,939.0,1052.0,4.1,54.7,0.4536,Good
1.0,909.0,4.0,708.0,49.5,1161.0,60.0,1329.0,712.0,8.8,66.0,0.7501,Good
1.2,1060.0,7.8,890.0,53.0,721.0,57.0,1697.0,894.0,29.0,48.5,1.9133,Moderate
5.3,1315.0,19.0,1269.0,754.0,550.0,235.0,1282.0,1860.0,6.1,34.0,0.3237,Poor
0.7,941.0,3.5,685.0,50.0,895.0,32.0,1631.0,834.0,25.9,63.6,2.102,Good
2.0851233094669848,1087.0,9.7,964.0,168.0,734.0,109.0,1744.0,1049.0,27.9,42.7,1.5754,Moderate
1.1,1002.0,6.3,827.0,233.0,798.0,58.0,1306.0,857.0,14.0,76.6,1.2183,Good
1.1,1042.0,3.3,671.0,145.0,861.0,106.0,1037.0,633.0,8.4,61.0,0.6721,Good
0.6,832.0,1.3,526.0,109.0,1168.0,93.0,770.0,722.0,0.8,52.8,0.3468,Good
4.0,1276.0,21.6,1340.0,450.0,596.0,188.0,1676.0,1302.0,27.2,26.3,0.9317,Poor
0.6,818.0,2.2,596.0,54.5,1112.0,46.5,1280.0,613.0,19.9,62.3,1.4363,Good
1.0,835.0,5.4,784.0,148.0,988.0,56.0,1223.0,780.0,12.2,63.2,0.8964,Good
2.8,1192.0,15.4,1159.0,231.0,630.0,153.0,1926.0,1281.0,24.4,45.5,1.3721,Moderate
0.5,901.0,3.5,680.0,6.0,919.0,11.0,1535.0,722.0,26.3,56.5,1.9027,Good
2.0851233094669848,804.0,2.0,583.0,18.0,1338.0,26.0,1493.0,526.0,18.0,76.4,1.5608,Good
0.6,823.0,2.4,615.0,57.0,1071.0,39.0,1299.0,715.0,18.3,66.9,1.3952,Good
2.0851233094669848,911.0,9.3,951.0,124.0,846.0,114.0,1479.0,861.0,27.7,24.2,0.882,Moderate
1.5,990.0,5.9,807.0,278.0,837.0,176.0,975.0,900.0,4.6,49.7,0.4271,Good
2.7,1380.0,17.6,1227.0,312.0,594.0,162.0,1903.0,1844.0,29.8,33.1,1.3693,Poor
3.3,1316.0,14.1,1120.0,395.0,548.0,154.0,1488.0,1281.0,15.4,55.3,0.9616,Moderate
3.2,1443.0,20.9,1321.0,335.0,488.0,101.0,1933.0,1538.0,27.0,51.0,1.7936,Poor
0.3,800.0,0.7,463.0,16.5,1749.0,24.5,1154.0,340.0,16.1,42.4,0.7718,Good
3.0,1198.0,13.7,1108.0,423.0,817.0,123.0,1449.0,1249.0,19.2,47.1,1.0371,Moderate
1.3,927.0,5.3,780.0,165.0,994.0,73.0,1266.0,593.0,29.1,26.8,1.0648,Good
0.8,1008.0,4.3,728.0,68.0,1033.0,65.0,1489.0,795.0,20.0,48.6,1.1199,Good
3.1,1295.0,13.2,1089.0,459.0,552.0,154.0,1479.0,1440.0,14.3,61.2,0.9941,Moderate
2.5,1134.0,15.7,1169.0,429.0,867.0,144.0,1522.0,1188.0,32.8,18.9,0.9234,Moderate
2.6,1113.0,13.5,1100.0,236.9796848547988,662.0,110.3925641359552,1631.0,1056.0,29.6,27.7,1.1278,Moderate
2.0,1078.0,10.3,987.0,165.0,632.0,87.0,1694.0,899.0,26.2,47.8,1.5979,Moderate
2.1,970.0,7.3,869.0,266.0,910.0,98.0,1287.0,798.0,19.6,36.3,0.8193,Good
1.6,1098.0,6.3,825.0,230.0,738.0,120.0,1222.0,939.0,15.9,52.2,0.9377,Good
1.3,1010.0,6.1,815.0,80.0,955.0,73.0,1567.0,740.0,34.0,26.4,1.3781,Good
0.6,834.0,3.6,688.0,46.0,988.0,58.0,1367.0,795.0,21.6,45.0,1.151,Good
2.6,1287.0,12.4,1063.0,317.0,539.0,152.0,1445.0,1123.0,22.8,34.9,0.9576,Moderate
2.3,1090.0,13.0,1082.0,210.0,745.0,119.0,1790.0,1221.0,32.2,25.1,1.189,Moderate
1.2,838.0,3.8,701.0,55.0,1127.0,22.0,1156.0,552.0,15.5,50.9,0.888,Good
0.8,908.0,3.8,700.0,40.0,970.0,59.5,1381.0,704.0,24.7,36.4,1.1158,Good
1.2,1009.0,6.3,823.0,35.0,821.0,44.0,1606.0,669.0,36.2,30.6,1.8105,Good
1.15,843.0,5.5,785.0,130.0,968.0,61.0,1225.0,830.0,13.4,59.9,0.9173,Good
1.7,1236.0,8.5,919.0,164.0,879.0,94.0,1641.0,1011.0,14.4,58.9,0.9594,Moderate
4.3,1391.0,21.5,1338.0,729.0,508.0,183.0,1514.0,1816.0,11.5,60.9,0.8249,Poor
0.9,862.0,6.3,823.0,65.0,904.0,70.0,1468.0,925.0,22.2,38.4,1.0126,Good
4.7,1237.0,16.5,1193.0,236.9796848547988,615.0,110.3925641359552,1507.0,1192.0,8.8,76.6,0.8678,Poor
1.5,1073.0,6.6,838.0,178.0,768.0,63.0,1548.0,892.0,20.7,68.4,1.6507,Good
3.6,1256.0,16.7,1201.0,581.0,562.0,180.0,1250.0,1699.0,7.2,50.6,0.517,Poor
4.0,1311.0,17.5,1225.0,781.0,537.0,121.0,1463.0,1433.0,7.1,84.1,0.8557,Poor
0.8,900.0,4.4,732.0,27.0,888.0,39.0,1604.0,755.0,24.9,63.5,1.9647,Good
4.2,1442.0,24.0,1402.0,496.0,518.0,145.0,2026.0,1551.0,25.6,48.3,1.558,Poor
2.8,1276.0,10.4,991.0,459.0,609.0,213.0,1141.0,1575.0,9.1,41.9,0.4857,Moderate
2.1,1125.0,14.6,1137.0,143.0,691.0,135.0,1695.0,1094.0,42.2,14.6,1.192,Moderate
3.4,1421.0,15.8,1172.0,563.0,474.0,184.0,1513.0,1725.0,21.4,38.7,0.9724,Moderate
3.4,1235.0,14.0,1118.0,453.0,611.0,148.0,1354.0,1221.0,4.8,81.4,0.7055,Moderate
0.7,921.0,1.4,538.0,28.0,1564.0,41.0,1224.0,417.0,9.5,68.2,0.8091,Good
1.6,1023.0,6.2,822.0,274.0,826.0,166.0,991.0,878.0,4.2,48.7,0.4073,Good
2.0851233094669848,1914.0,45.9,1888.0,1052.0,340.0,186.0,2602.0,2109.0,24.8,53.9,1.6683,Poor
3.1,1226.0,15.4,1160.0,402.0,606.0,137.0,1367.0,1441.0,13.3,50.9,0.7745,Moderate
4.0,1447.0,15.6,1166.0,684.0,466.0,194.0,1513.0,1693.0,16.4,44.6,0.8242,Moderate
2.6,1263.0,14.8,1143.0,358.0,577.0,107.0,1735.0,1310.0,26.6,49.3,1.6872,Moderate
8.7,1614.0,37.2,1712.0,1229.0,384.0,225.0,1811.0,2311.0,7.8,48.1,0.5115,Poor
2.6,1177.0,10.3,987.0,429.0,692.0,119.0,1323.0,1228.0,16.2,54.5,0.9956,Moderate
0.6,903.0,3.4,678.0,90.0,956.0,44.0,1384.0,659.0,18.2,76.9,1.5945,Good
2.0,1281.0,7.5,880.0,113.0,1083.0,104.0,1525.0,980.0,21.2,31.4,0.7812,Good
1.5,961.0,5.3,777.0,236.9796848547988,910.0,110.3925641359552,1161.0,751.0,7.3,85.7,0.8818,Good
2.4,1194.0,8.4,914.0,376.0,665.0,152.0,1294.0,1244.0,12.6,65.4,0.9529,Moderate
4.3,1280.0,17.2,1216.0,542.0,548.0,191.0,1604.0,1687.0,16.3,58.1,1.0648,Poor
1.7,1135.0,9.7,967.0,65.0,702.0,67.0,1800.0,926.0,32.3,43.6,2.07,Moderate
0.7,833.0,3.3,670.0,39.5,1060.0,58.0,1482.0,704.0,23.1,47.4,1.3208,Good
2.9,1313.0,19.0,1267.0,336.0,558.0,62.0,1888.0,1240.0,19.6,70.3,1.5821,Poor
2.5,1216.0,11.1,1019.0,376.0,604.0,133.0,1337.0,1378.0,10.0,73.2,0.8988,Moderate
5.9,1558.0,31.5,1586.0,544.0,421.0,127.0,2197.0,1827.0,25.4,50.7,1.6187,Poor
2.0851233094669848,996.0,8.0,898.0,65.0,812.0,97.0,1612.0,855.0,27.7,37.9,1.3842,Moderate
4.9,1674.0,29.8,1546.0,293.0,539.0,95.0,2404.0,1665.0,14.8,61.3,1.0237,Poor
2.0851233094669848,1095.0,12.8,1077.0,115.0,713.0,135.0,1599.0,801.0,37.4,18.1,1.1467,Moderate
1.9,1133.0,11.1,1017.0,144.0,688.0,115.0,1774.0,963.0,32.7,36.9,1.7953,Moderate
1.4,966.0,5.1,769.0,191.0,899.0,74.0,1206.0,955.0,14.0,66.1,1.05,Good
2.2,1290.0,15.1,1151.0,267.0,612.0,113.0,1637.0,1218.0,25.6,43.4,1.4049,Moderate
2.0851233094669848,1530.0,24.8,1424.0,595.0,456.0,143.0,1975.0,1651.0,26.6,45.5,1.5555,Poor
3.3,1361.0,14.6,1137.0,448.0,502.0,136.0,1525.0,1471.0,13.2,69.1,1.0452,Moderate
2.0851233094669848,1040.0,9.6,961.0,119.0,728.0,102.0,1693.0,936.0,24.6,45.1,1.3714,Moderate
2.9,1172.0,15.7,1169.0,379.0,597.0,115.0,1550.0,1289.0,17.3,57.1,1.1161,Moderate
4.1,1221.0,16.3,1188.0,665.0,554.0,219.0,1264.0,1682.0,7.7,34.6,0.3652,Poor
4.9,1834.0,38.1,1731.0,983.0,354.0,244.0,2083.0,2253.0,10.4,64.4,0.8123,Poor
2.6,1175.0,10.6,1001.0,492.0,667.0,122.0,1421.0,1059.0,13.0,77.8,1.1641,Moderate
1.1,930.0,5.4,784.0,174.0,849.0,74.0,1151.0,902.0,7.6,81.2,0.8483,Good
3.0,1232.0,12.7,1073.0,472.0,605.0,107.0,1503.0,1317.0,14.0,75.7,1.2051,Moderate
3.6,1194.0,13.4,1095.0,543.0,668.0,169.0,1165.0,1315.0,1.4,61.3,0.4208,Moderate
1.0,780.0,3.9,704.0,183.0,1062.0,92.0,841.0,594.0,16.6,19.9,0.3728,Good
1.2,992.0,3.5,684.0,166.0,889.0,125.0,901.0,817.0,11.2,34.5,0.4586,Good
3.5,1383.0,17.3,1218.0,758.0,497.0,196.0,1505.0,1738.0,13.0,60.9,0.9061,Poor
0.4,787.0,0.3,415.0,38.0,1474.0,36.0,666.0,292.0,3.4,38.9,0.3075,Good
1.5,1008.0,4.3,725.0,228.0,834.0,155.0,913.0,1083.0,3.1,56.7,0.4388,Good
6.2,1566.0,26.8,1473.0,985.0,1048.0,174.0,1887.0,1681.0,12.3,79.7,1.1342,Poor
2.0851233094669848,1105.0,10.2,984.0,97.0,767.0,106.0,1532.0,868.0,42.7,14.4,1.2092,Moderate
4.0,1233.0,23.8,1397.0,230.0,612.0,159.0,1975.0,1833.0,32.6,20.6,0.9939,Poor
1.3,1016.0,5.3,776.0,238.0,843.0,156.0,946.0,970.0,6.0,46.1,0.4351,Good
0.5,734.0,2.3,602.0,40.0,1471.0,48.0,1302.0,450.0,25.9,28.8,0.9475,Good
0.9,988.0,4.0,708.0,178.0,897.0,82.0,1266.0,784.0,13.8,85.5,1.3469,Good
0.7,805.0,2.7,631.0,115.0,1175.0,63.0,1033.0,475.0,18.0,34.7,0.7089,Good
2.3,1139.0,14.4,1128.0,132.0,765.0,94.0,1727.0,1023.0,23.8,31.7,0.9212,Moderate
3.2,1218.0,17.4,1221.0,385.0,754.0,180.0,1599.0,1290.0,29.2,26.9,1.0709,Poor
3.9,1208.0,9.5,957.0,379.0,665.0,138.0,1124.0,1662.0,5.3,61.1,0.5499,Moderate
